wsi_di_SWP
wsi     di
0.0 0.0
500.0 1213.382080078125
1000.0 1213.382080078125
1500.0 1213.382080078125
2000.0 1213.382080078125
2500.0 1294.2131182692995
3000.0 1789.5172672024773
3500.0 2511.2143349204716
4000.0 3188.9087496224815
4500.0 4618.011523113682
5000.0 5485.258512997612
5500.0 6185.984268175489
6000.0 7423.729494245834
6500.0 7996.468295051945
7000.0 8260.469258933468
7500.0 8393.948922296157
8000.0 8393.948922296157
8500.0 8393.948922296157
9000.0 8393.948922296157
9500.0 8393.948922296157
10000.0 8393.948922296157
10500.0 8393.948922296157
11000.0 8393.948922296157
11500.0 8393.948922296157
12000.0 8393.948922296157
12500.0 8393.948922296157
13000.0 8393.948922296157
13500.0 8393.948922296157
14000.0 8393.948922296157
14500.0 8393.948922296157
15000.0 8393.948922296157
15500.0 8393.948922296157
16000.0 8393.948922296157
16500.0 8393.948922296157
17000.0 8393.948922296157
17500.0 8393.948922296157
18000.0 8393.948922296157
18500.0 8393.948922296157
19000.0 8393.948922296157
19500.0 8393.948922296157
20000.0 8393.948922296157
